"","CDW_CD","RPRSNTV_SEXDSTN","AGE_FACTOR","ORG_FORM_CD","N.Masked","Type1","Type2"
"67",11020,1,"[50,60)",2,625,0,0
"68",11020,1,"[50,60)",3,1446,0,0
"69",11020,1,"[50,60)",4,3665,0,0
"70",11020,1,"[50,60)",5,4941,0,0
"71",11020,1,"[60,83]",1,5036,0,0
"72",11020,1,"[60,83]",2,2485,0,0
"73",11020,1,"[60,83]",3,5638,0,0
"74",11020,1,"[60,83]",4,14240,0,0
"75",11020,1,"[60,83]",5,19593,0,0
"76",11020,2,"[0,30)",1,586,0,0
"77",11020,2,"[0,30)",2,270,0,0
"78",11020,2,"[0,30)",3,660,0,0
"79",11020,2,"[0,30)",4,1501,0,1
"80",11020,2,"[0,30)",5,2081,0,0
"81",11020,2,"[30,40)",1,841,0,0
"82",11020,2,"[30,40)",2,462,0,0
"83",11020,2,"[30,40)",3,953,0,0
"84",11020,2,"[30,40)",4,2396,0,0
"85",11020,2,"[30,40)",5,3457,0,0
"86",11020,2,"[40,50)",1,690,0,0
"87",11020,2,"[40,50)",2,335,0,0
"88",11020,2,"[40,50)",3,749,0,0
"89",11020,2,"[40,50)",4,1882,0,0
"90",11020,2,"[40,50)",5,2655,0,0
"91",11020,2,"[50,60)",1,442,0,0
"92",11020,2,"[50,60)",2,199,0,0
"93",11020,2,"[50,60)",3,486,0,0
"94",11020,2,"[50,60)",4,1258,0,1
"95",11020,2,"[50,60)",5,1697,0,0
"96",11020,2,"[60,83]",1,1720,0,0
"97",11020,2,"[60,83]",2,887,0,0
"98",11020,2,"[60,83]",3,2025,0,0
"99",11020,2,"[60,83]",4,5031,0,0
"100",11020,2,"[60,83]",5,6926,0,0
"101",11030,1,"[0,30)",1,1666,0,0
"102",11030,1,"[0,30)",2,762,0,0
"103",11030,1,"[0,30)",3,1767,0,0
"104",11030,1,"[0,30)",4,4624,0,0
"105",11030,1,"[0,30)",5,6248,0,0
"106",11030,1,"[30,40)",1,2509,0,0
"107",11030,1,"[30,40)",2,1232,0,0
"108",11030,1,"[30,40)",3,2822,0,0
"109",11030,1,"[30,40)",4,6968,0,0
"110",11030,1,"[30,40)",5,9746,0,0
"111",11030,1,"[40,50)",1,1892,0,0
"112",11030,1,"[40,50)",2,929,0,0
"113",11030,1,"[40,50)",3,2179,0,0
"114",11030,1,"[40,50)",4,5458,0,0
"115",11030,1,"[40,50)",5,7446,0,0
"116",11030,1,"[50,60)",1,1310,0,0
"117",11030,1,"[50,60)",2,625,0,0
"118",11030,1,"[50,60)",3,1440,0,1
"119",11030,1,"[50,60)",4,3627,0,0
"120",11030,1,"[50,60)",5,4927,0,0
"121",11030,1,"[60,83]",1,5300,0,0
"122",11030,1,"[60,83]",2,2425,0,0
"123",11030,1,"[60,83]",3,5815,0,0
"124",11030,1,"[60,83]",4,14339,0,0
"125",11030,1,"[60,83]",5,19818,0,0
"126",11030,2,"[0,30)",1,587,0,0
"127",11030,2,"[0,30)",2,250,0,0
"128",11030,2,"[0,30)",3,649,0,0
"129",11030,2,"[0,30)",4,1568,0,0
"130",11030,2,"[0,30)",5,2154,0,0
"131",11030,2,"[30,40)",1,907,0,0
"132",11030,2,"[30,40)",2,424,0,0
"133",11030,2,"[30,40)",3,1003,0,1
"134",11030,2,"[30,40)",4,2477,0,0
"135",11030,2,"[30,40)",5,3438,0,0
"136",11030,2,"[40,50)",1,675,0,0
"137",11030,2,"[40,50)",2,307,0,0
"138",11030,2,"[40,50)",3,769,0,0
"139",11030,2,"[40,50)",4,1864,0,0
"140",11030,2,"[40,50)",5,2550,0,0
"141",11030,2,"[50,60)",1,461,0,0
"142",11030,2,"[50,60)",2,193,0,0
"143",11030,2,"[50,60)",3,495,0,0
"144",11030,2,"[50,60)",4,1224,0,0
"145",11030,2,"[50,60)",5,1691,0,0
"146",11030,2,"[60,83]",1,1716,0,0
"147",11030,2,"[60,83]",2,851,0,0
"148",11030,2,"[60,83]",3,1980,0,0
"149",11030,2,"[60,83]",4,5007,0,0
"150",11030,2,"[60,83]",5,6759,0,0
"151",11120,1,"[0,30)",1,1654,0,0
"152",11120,1,"[0,30)",2,716,0,0
"153",11120,1,"[0,30)",3,1845,0,0
"154",11120,1,"[0,30)",4,4538,0,0
"155",11120,1,"[0,30)",5,6227,0,0
"156",11120,1,"[30,40)",1,2538,0,0
"157",11120,1,"[30,40)",2,1180,0,0
"158",11120,1,"[30,40)",3,2815,0,0
"159",11120,1,"[30,40)",4,7077,0,0
"160",11120,1,"[30,40)",5,9420,0,0
"161",11120,1,"[40,50)",1,1900,0,0
"162",11120,1,"[40,50)",2,924,0,0
"163",11120,1,"[40,50)",3,2176,0,0
"164",11120,1,"[40,50)",4,5414,0,0
"165",11120,1,"[40,50)",5,7433,0,0
"166",11120,1,"[50,60)",1,1323,0,0
"167",11120,1,"[50,60)",2,647,0,0
"168",11120,1,"[50,60)",3,1480,0,1
"169",11120,1,"[50,60)",4,3639,0,0
"170",11120,1,"[50,60)",5,4890,0,0
"171",11120,1,"[60,83]",1,5153,0,0
"172",11120,1,"[60,83]",2,2572,0,0
"173",11120,1,"[60,83]",3,5718,0,0
"174",11120,1,"[60,83]",4,14186,0,0
"175",11120,1,"[60,83]",5,20070,0,0
"176",11120,2,"[0,30)",1,560,0,0
"177",11120,2,"[0,30)",2,318,0,0
"178",11120,2,"[0,30)",3,669,0,0
"179",11120,2,"[0,30)",4,1591,0,0
"180",11120,2,"[0,30)",5,2152,0,0
"181",11120,2,"[30,40)",1,866,0,0
"182",11120,2,"[30,40)",2,439,0,0
"183",11120,2,"[30,40)",3,984,0,0
"184",11120,2,"[30,40)",4,2416,0,0
"185",11120,2,"[30,40)",5,3413,0,0
"186",11120,2,"[40,50)",1,667,0,0
"187",11120,2,"[40,50)",2,308,0,0
"188",11120,2,"[40,50)",3,763,0,0
"189",11120,2,"[40,50)",4,1822,0,0
"190",11120,2,"[40,50)",5,2666,0,0
"191",11120,2,"[50,60)",1,459,0,0
"192",11120,2,"[50,60)",2,200,0,0
"193",11120,2,"[50,60)",3,462,0,0
"194",11120,2,"[50,60)",4,1256,0,1
"195",11120,2,"[50,60)",5,1772,0,0
"196",11120,2,"[60,83]",1,1839,0,0
"197",11120,2,"[60,83]",2,788,0,0
"198",11120,2,"[60,83]",3,1967,0,0
"199",11120,2,"[60,83]",4,4915,0,0
"200",11120,2,"[60,83]",5,6899,0,0
"201",11140,1,"[0,30)",1,3219,0,0
"202",11140,1,"[0,30)",2,1569,0,0
"203",11140,1,"[0,30)",3,3687,0,0
"204",11140,1,"[0,30)",4,8957,0,0
"205",11140,1,"[0,30)",5,12524,0,0
"206",11140,1,"[30,40)",1,5176,0,0
"207",11140,1,"[30,40)",2,2315,0,0
"208",11140,1,"[30,40)",3,5655,0,1
"209",11140,1,"[30,40)",4,14119,0,0
"210",11140,1,"[30,40)",5,19283,0,0
"211",11140,1,"[40,50)",1,3954,0,0
"212",11140,1,"[40,50)",2,1904,0,0
"213",11140,1,"[40,50)",3,4421,0,0
"214",11140,1,"[40,50)",4,10732,0,0
"215",11140,1,"[40,50)",5,14866,0,0
"216",11140,1,"[50,60)",1,2603,0,0
"217",11140,1,"[50,60)",2,1189,0,0
"218",11140,1,"[50,60)",3,2902,0,0
"219",11140,1,"[50,60)",4,7008,0,0
"220",11140,1,"[50,60)",5,10017,0,0
"221",11140,1,"[60,83]",1,10258,0,0
"222",11140,1,"[60,83]",2,4965,0,0
"223",11140,1,"[60,83]",3,11386,0,0
"224",11140,1,"[60,83]",4,28969,0,0
"225",11140,1,"[60,83]",5,39725,0,0
"226",11140,2,"[0,30)",1,1126,0,0
"227",11140,2,"[0,30)",2,544,0,0
"228",11140,2,"[0,30)",3,1253,0,0
"229",11140,2,"[0,30)",4,3105,0,0
"230",11140,2,"[0,30)",5,4277,0,0
"231",11140,2,"[30,40)",1,1787,0,0
"232",11140,2,"[30,40)",2,827,0,0
"233",11140,2,"[30,40)",3,1924,0,0
"234",11140,2,"[30,40)",4,4838,0,0
"235",11140,2,"[30,40)",5,6780,0,0
"236",11140,2,"[40,50)",1,1367,0,0
"237",11140,2,"[40,50)",2,646,0,0
"238",11140,2,"[40,50)",3,1493,0,0
"239",11140,2,"[40,50)",4,3722,0,1
"240",11140,2,"[40,50)",5,5257,0,0
"241",11140,2,"[50,60)",1,920,0,0
"242",11140,2,"[50,60)",2,434,0,0
"243",11140,2,"[50,60)",3,955,0,0
"244",11140,2,"[50,60)",4,2492,0,1
"245",11140,2,"[50,60)",5,3463,0,0
"246",11140,2,"[60,83]",1,3625,0,1
"247",11140,2,"[60,83]",2,1712,0,0
"248",11140,2,"[60,83]",3,3914,0,1
"249",11140,2,"[60,83]",4,10053,0,0
"250",11140,2,"[60,83]",5,13677,0,0
"251",11220,1,"[0,30)",1,4880,0,0
"252",11220,1,"[0,30)",2,2334,0,0
"253",11220,1,"[0,30)",3,5493,0,0
"254",11220,1,"[0,30)",4,13644,0,0
"255",11220,1,"[0,30)",5,18904,0,0
"256",11220,1,"[30,40)",1,7729,0,0
"257",11220,1,"[30,40)",2,3524,0,0
"258",11220,1,"[30,40)",3,8500,0,0
"259",11220,1,"[30,40)",4,21105,0,0
"260",11220,1,"[30,40)",5,29127,0,0
"261",11220,1,"[40,50)",1,5954,0,0
"262",11220,1,"[40,50)",2,2755,0,0
"263",11220,1,"[40,50)",3,6559,0,0
"264",11220,1,"[40,50)",4,16200,0,0
"265",11220,1,"[40,50)",5,22571,0,0
"266",11220,1,"[50,60)",1,3847,0,0
"267",11220,1,"[50,60)",2,1861,0,0
"268",11220,1,"[50,60)",3,4432,0,0
"269",11220,1,"[50,60)",4,10631,0,0
"270",11220,1,"[50,60)",5,15041,0,0
"271",11220,1,"[60,83]",1,15751,0,0
"272",11220,1,"[60,83]",2,7395,0,0
"273",11220,1,"[60,83]",3,17145,0,0
"274",11220,1,"[60,83]",4,43062,0,0
"275",11220,1,"[60,83]",5,59248,0,0
"276",11220,2,"[0,30)",1,1722,0,0
"277",11220,2,"[0,30)",2,799,0,0
"278",11220,2,"[0,30)",3,1934,0,0
"279",11220,2,"[0,30)",4,4691,0,0
"280",11220,2,"[0,30)",5,6308,0,0
"281",11220,2,"[30,40)",1,2553,0,0
"282",11220,2,"[30,40)",2,1300,0,0
"283",11220,2,"[30,40)",3,2989,0,0
"284",11220,2,"[30,40)",4,7295,0,0
"285",11220,2,"[30,40)",5,10085,0,0
"286",11220,2,"[40,50)",1,2009,0,0
"287",11220,2,"[40,50)",2,1040,0,0
"288",11220,2,"[40,50)",3,2277,0,0
"289",11220,2,"[40,50)",4,5632,0,0
"290",11220,2,"[40,50)",5,7711,0,0
"291",11220,2,"[50,60)",1,1378,0,0
"292",11220,2,"[50,60)",2,576,0,0
"293",11220,2,"[50,60)",3,1503,0,0
"294",11220,2,"[50,60)",4,3718,0,0
"295",11220,2,"[50,60)",5,5040,0,1
"296",11220,2,"[60,83]",1,5260,0,0
"297",11220,2,"[60,83]",2,2507,0,0
"298",11220,2,"[60,83]",3,5906,0,0
"299",11220,2,"[60,83]",4,14862,0,0
"300",11220,2,"[60,83]",5,20486,0,0
"301",11230,1,"[0,30)",1,4999,0,0
"302",11230,1,"[0,30)",2,2333,0,0
"303",11230,1,"[0,30)",3,5594,0,0
"304",11230,1,"[0,30)",4,13549,0,0
"305",11230,1,"[0,30)",5,18577,0,0
"306",11230,1,"[30,40)",1,7559,0,0
"307",11230,1,"[30,40)",2,3564,0,0
"308",11230,1,"[30,40)",3,8569,0,0
"309",11230,1,"[30,40)",4,21178,0,0
"310",11230,1,"[30,40)",5,29343,0,0
"311",11230,1,"[40,50)",1,5936,0,1
"312",11230,1,"[40,50)",2,2832,0,0
"313",11230,1,"[40,50)",3,6638,0,0
"314",11230,1,"[40,50)",4,16193,0,0
"315",11230,1,"[40,50)",5,22353,0,0
"316",11230,1,"[50,60)",1,4028,0,0
"317",11230,1,"[50,60)",2,1882,0,0
"318",11230,1,"[50,60)",3,4288,0,0
"319",11230,1,"[50,60)",4,10791,0,0
"320",11230,1,"[50,60)",5,14963,0,0
"321",11230,1,"[60,83]",1,15441,0,0
"322",11230,1,"[60,83]",2,7447,0,0
"323",11230,1,"[60,83]",3,17499,0,0
"324",11230,1,"[60,83]",4,43077,0,0
"325",11230,1,"[60,83]",5,58658,0,0
"326",11230,2,"[0,30)",1,1740,0,0
"327",11230,2,"[0,30)",2,844,0,0
"328",11230,2,"[0,30)",3,1852,0,0
"329",11230,2,"[0,30)",4,4800,0,0
"330",11230,2,"[0,30)",5,6385,0,0
"331",11230,2,"[30,40)",1,2646,0,0
"332",11230,2,"[30,40)",2,1293,0,0
"333",11230,2,"[30,40)",3,2947,0,0
"334",11230,2,"[30,40)",4,7305,0,0
"335",11230,2,"[30,40)",5,10098,0,0
"336",11230,2,"[40,50)",1,2052,0,0
"337",11230,2,"[40,50)",2,953,0,0
"338",11230,2,"[40,50)",3,2260,0,0
"339",11230,2,"[40,50)",4,5525,0,0
"340",11230,2,"[40,50)",5,7769,0,0
"341",11230,2,"[50,60)",1,1348,0,0
"342",11230,2,"[50,60)",2,626,0,0
"343",11230,2,"[50,60)",3,1526,0,0
"344",11230,2,"[50,60)",4,3844,0,0
"345",11230,2,"[50,60)",5,5183,0,0
"346",11230,2,"[60,83]",1,5412,0,0
"347",11230,2,"[60,83]",2,2524,0,0
"348",11230,2,"[60,83]",3,6100,0,0
"349",11230,2,"[60,83]",4,14784,0,0
"350",11230,2,"[60,83]",5,20363,0,0
"351",11240,1,"[0,30)",1,3337,0,0
"352",11240,1,"[0,30)",2,1539,0,0
"353",11240,1,"[0,30)",3,3616,0,0
"354",11240,1,"[0,30)",4,8770,0,0
"355",11240,1,"[0,30)",5,12700,0,0
"356",11240,1,"[30,40)",1,5191,0,1
"357",11240,1,"[30,40)",2,2395,0,0
"358",11240,1,"[30,40)",3,5528,0,0
"359",11240,1,"[30,40)",4,14070,0,0
"360",11240,1,"[30,40)",5,19298,0,0
"361",11240,1,"[40,50)",1,3939,0,0
"362",11240,1,"[40,50)",2,1884,0,0
"363",11240,1,"[40,50)",3,4441,0,0
"364",11240,1,"[40,50)",4,10991,0,0
"365",11240,1,"[40,50)",5,14973,0,0
"366",11240,1,"[50,60)",1,2607,0,0
"367",11240,1,"[50,60)",2,1250,0,0
"368",11240,1,"[50,60)",3,2950,0,0
"369",11240,1,"[50,60)",4,7171,0,0
"370",11240,1,"[50,60)",5,10043,0,0
"371",11240,1,"[60,83]",1,10533,0,0
"372",11240,1,"[60,83]",2,4818,0,0
"373",11240,1,"[60,83]",3,11522,0,0
"374",11240,1,"[60,83]",4,28606,0,0
"375",11240,1,"[60,83]",5,39332,0,0
"376",11240,2,"[0,30)",1,1150,0,0
"377",11240,2,"[0,30)",2,558,0,0
"378",11240,2,"[0,30)",3,1253,0,0
"379",11240,2,"[0,30)",4,3116,0,1
"380",11240,2,"[0,30)",5,4280,0,0
"381",11240,2,"[30,40)",1,1819,0,0
"382",11240,2,"[30,40)",2,809,0,0
"383",11240,2,"[30,40)",3,1997,0,0
"384",11240,2,"[30,40)",4,4855,0,0
"385",11240,2,"[30,40)",5,6731,0,0
"386",11240,2,"[40,50)",1,1297,0,0
"387",11240,2,"[40,50)",2,606,0,0
"388",11240,2,"[40,50)",3,1482,0,0
"389",11240,2,"[40,50)",4,3792,0,0
"390",11240,2,"[40,50)",5,5222,0,0
"391",11240,2,"[50,60)",1,908,0,0
"392",11240,2,"[50,60)",2,431,0,0
"393",11240,2,"[50,60)",3,983,0,0
"394",11240,2,"[50,60)",4,2461,0,0
"395",11240,2,"[50,60)",5,3456,0,0
"396",11240,2,"[60,83]",1,3615,0,0
"397",11240,2,"[60,83]",2,1692,0,0
"398",11240,2,"[60,83]",3,3943,0,0
"399",11240,2,"[60,83]",4,9869,0,0
"400",11240,2,"[60,83]",5,13528,0,0
"401",11250,1,"[0,30)",1,3254,0,1
"402",11250,1,"[0,30)",2,1524,0,0
"403",11250,1,"[0,30)",3,3667,0,0
"404",11250,1,"[0,30)",4,9069,0,0
"405",11250,1,"[0,30)",5,12485,0,0
"406",11250,1,"[30,40)",1,5177,0,0
"407",11250,1,"[30,40)",2,2344,0,0
"408",11250,1,"[30,40)",3,5618,0,0
"409",11250,1,"[30,40)",4,14159,0,0
"410",11250,1,"[30,40)",5,19330,0,0
"411",11250,1,"[40,50)",1,3826,0,1
"412",11250,1,"[40,50)",2,1842,0,0
"413",11250,1,"[40,50)",3,4316,0,0
"414",11250,1,"[40,50)",4,10935,0,0
"415",11250,1,"[40,50)",5,14924,0,0
"416",11250,1,"[50,60)",1,2571,0,0
"417",11250,1,"[50,60)",2,1249,0,0
"418",11250,1,"[50,60)",3,3021,0,0
"419",11250,1,"[50,60)",4,7190,0,0
"420",11250,1,"[50,60)",5,10074,0,0
"421",11250,1,"[60,83]",1,10260,0,0
"422",11250,1,"[60,83]",2,4770,0,0
"423",11250,1,"[60,83]",3,11624,0,0
"424",11250,1,"[60,83]",4,28664,0,0
"425",11250,1,"[60,83]",5,39362,0,0
"426",11250,2,"[0,30)",1,1141,0,0
"427",11250,2,"[0,30)",2,540,0,0
"428",11250,2,"[0,30)",3,1240,0,0
"429",11250,2,"[0,30)",4,3113,0,0
"430",11250,2,"[0,30)",5,4269,0,0
"431",11250,2,"[30,40)",1,1740,0,0
"432",11250,2,"[30,40)",2,852,0,0
"433",11250,2,"[30,40)",3,1946,0,0
"434",11250,2,"[30,40)",4,4847,0,0
"435",11250,2,"[30,40)",5,6737,0,0
"436",11250,2,"[40,50)",1,1347,0,0
"437",11250,2,"[40,50)",2,657,0,0
"438",11250,2,"[40,50)",3,1452,0,0
"439",11250,2,"[40,50)",4,3714,0,1
"440",11250,2,"[40,50)",5,5206,0,0
"441",11250,2,"[50,60)",1,874,0,0
"442",11250,2,"[50,60)",2,416,0,0
"443",11250,2,"[50,60)",3,1009,0,0
"444",11250,2,"[50,60)",4,2596,0,0
"445",11250,2,"[50,60)",5,3443,0,0
"446",11250,2,"[60,83]",1,3685,0,0
"447",11250,2,"[60,83]",2,1686,0,0
"448",11250,2,"[60,83]",3,4005,0,0
"449",11250,2,"[60,83]",4,9733,0,0
"450",11250,2,"[60,83]",5,13869,0,0
"451",21050,1,"[0,30)",1,3244,0,1
"452",21050,1,"[0,30)",2,1528,0,0
"453",21050,1,"[0,30)",3,3629,0,0
"454",21050,1,"[0,30)",4,9193,0,0
"455",21050,1,"[0,30)",5,12534,0,0
"456",21050,1,"[30,40)",1,5071,0,0
"457",21050,1,"[30,40)",2,2442,0,0
"458",21050,1,"[30,40)",3,5757,0,0
"459",21050,1,"[30,40)",4,14090,0,0
"460",21050,1,"[30,40)",5,19233,0,0
"461",21050,1,"[40,50)",1,3954,0,0
"462",21050,1,"[40,50)",2,1806,0,0
"463",21050,1,"[40,50)",3,4370,0,0
"464",21050,1,"[40,50)",4,10785,0,0
"465",21050,1,"[40,50)",5,14504,0,0
"466",21050,1,"[50,60)",1,2607,0,0
"467",21050,1,"[50,60)",2,1183,0,0
"468",21050,1,"[50,60)",3,2973,0,0
"469",21050,1,"[50,60)",4,7144,0,0
"470",21050,1,"[50,60)",5,10042,0,0
"471",21050,1,"[60,83]",1,10288,0,0
"472",21050,1,"[60,83]",2,4998,0,0
"473",21050,1,"[60,83]",3,11563,0,0
"474",21050,1,"[60,83]",4,28667,0,0
"475",21050,1,"[60,83]",5,39489,0,0
"476",21050,2,"[0,30)",1,1113,0,0
"477",21050,2,"[0,30)",2,543,0,0
"478",21050,2,"[0,30)",3,1271,0,0
"479",21050,2,"[0,30)",4,3226,0,0
"480",21050,2,"[0,30)",5,4383,0,0
"481",21050,2,"[30,40)",1,1801,0,0
"482",21050,2,"[30,40)",2,830,0,0
"483",21050,2,"[30,40)",3,1983,0,0
"484",21050,2,"[30,40)",4,4874,0,0
"485",21050,2,"[30,40)",5,6730,0,0
"486",21050,2,"[40,50)",1,1381,0,0
"487",21050,2,"[40,50)",2,669,0,0
"488",21050,2,"[40,50)",3,1502,0,0
"489",21050,2,"[40,50)",4,3713,0,1
"490",21050,2,"[40,50)",5,5117,0,0
"491",21050,2,"[50,60)",1,938,0,0
"492",21050,2,"[50,60)",2,459,0,0
"493",21050,2,"[50,60)",3,1004,0,0
"494",21050,2,"[50,60)",4,2481,0,0
"495",21050,2,"[50,60)",5,3360,0,0
"496",21050,2,"[60,83]",1,3524,0,1
"497",21050,2,"[60,83]",2,1641,0,0
"498",21050,2,"[60,83]",3,4042,0,0
"499",21050,2,"[60,83]",4,9930,0,0
"500",21050,2,"[60,83]",5,13713,0,0
"501",21100,1,"[0,30)",1,1578,0,0
"502",21100,1,"[0,30)",2,783,0,0
"503",21100,1,"[0,30)",3,1873,0,0
"504",21100,1,"[0,30)",4,4554,0,0
"505",21100,1,"[0,30)",5,6253,0,0
"506",21100,1,"[30,40)",1,2506,0,0
"507",21100,1,"[30,40)",2,1200,0,0
"508",21100,1,"[30,40)",3,2786,0,0
"509",21100,1,"[30,40)",4,6870,0,0
"510",21100,1,"[30,40)",5,9707,0,0
"511",21100,1,"[40,50)",1,1980,0,0
"512",21100,1,"[40,50)",2,946,0,0
"513",21100,1,"[40,50)",3,2141,0,0
"514",21100,1,"[40,50)",4,5457,0,0
"515",21100,1,"[40,50)",5,7508,0,0
"516",21100,1,"[50,60)",1,1325,0,0
"517",21100,1,"[50,60)",2,592,0,0
"518",21100,1,"[50,60)",3,1461,0,1
"519",21100,1,"[50,60)",4,3560,0,0
"520",21100,1,"[50,60)",5,4978,0,0
"521",21100,1,"[60,83]",1,5200,0,0
"522",21100,1,"[60,83]",2,2458,0,0
"523",21100,1,"[60,83]",3,5871,0,0
"524",21100,1,"[60,83]",4,14418,0,0
"525",21100,1,"[60,83]",5,19748,0,0
"526",21100,2,"[0,30)",1,512,0,0
"527",21100,2,"[0,30)",2,281,0,0
"528",21100,2,"[0,30)",3,671,0,0
"529",21100,2,"[0,30)",4,1553,0,1
"530",21100,2,"[0,30)",5,2079,0,0
"531",21100,2,"[30,40)",1,848,0,0
"532",21100,2,"[30,40)",2,446,0,0
"533",21100,2,"[30,40)",3,941,0,0
"534",21100,2,"[30,40)",4,2506,0,0
"535",21100,2,"[30,40)",5,3286,0,0
"536",21100,2,"[40,50)",1,670,0,0
"537",21100,2,"[40,50)",2,335,0,0
"538",21100,2,"[40,50)",3,728,0,0
"539",21100,2,"[40,50)",4,1890,0,0
"540",21100,2,"[40,50)",5,2565,0,0
"541",21100,2,"[50,60)",1,422,0,0
"542",21100,2,"[50,60)",2,212,0,0
"543",21100,2,"[50,60)",3,500,0,0
"544",21100,2,"[50,60)",4,1293,0,0
"545",21100,2,"[50,60)",5,1712,0,0
"546",21100,2,"[60,83]",1,1804,0,0
"547",21100,2,"[60,83]",2,768,0,0
"548",21100,2,"[60,83]",3,2070,0,0
"549",21100,2,"[60,83]",4,4992,0,0
"550",21100,2,"[60,83]",5,6865,0,0
"551",21120,1,"[0,30)",1,1605,0,1
"552",21120,1,"[0,30)",2,772,0,0
"553",21120,1,"[0,30)",3,1736,0,0
"554",21120,1,"[0,30)",4,4562,0,0
"555",21120,1,"[0,30)",5,6125,0,0
"556",21120,1,"[30,40)",1,2489,0,0
"557",21120,1,"[30,40)",2,1228,0,1
"558",21120,1,"[30,40)",3,2870,0,0
"559",21120,1,"[30,40)",4,7066,0,0
"560",21120,1,"[30,40)",5,9688,0,0
"561",21120,1,"[40,50)",1,1997,0,0
"562",21120,1,"[40,50)",2,886,0,0
"563",21120,1,"[40,50)",3,2187,0,0
"564",21120,1,"[40,50)",4,5446,0,0
"565",21120,1,"[40,50)",5,7476,0,0
"566",21120,1,"[50,60)",1,1257,0,0
"567",21120,1,"[50,60)",2,611,0,0
"568",21120,1,"[50,60)",3,1402,0,0
"569",21120,1,"[50,60)",4,3539,0,0
"570",21120,1,"[50,60)",5,4974,0,0
"571",21120,1,"[60,83]",1,5098,0,0
"572",21120,1,"[60,83]",2,2429,0,0
"573",21120,1,"[60,83]",3,5815,0,0
"574",21120,1,"[60,83]",4,14442,0,0
"575",21120,1,"[60,83]",5,19783,0,0
"576",21120,2,"[0,30)",1,598,0,0
"577",21120,2,"[0,30)",2,263,0,0
"578",21120,2,"[0,30)",3,646,0,0
"579",21120,2,"[0,30)",4,1568,0,0
"580",21120,2,"[0,30)",5,2145,0,0
"581",21120,2,"[30,40)",1,903,0,0
"582",21120,2,"[30,40)",2,399,0,0
"583",21120,2,"[30,40)",3,972,0,0
